index,은행코드,은행명,점포명,주소_변환,주소,x_axis,y_axis
0,0030009,기업,본부총괄,서울시 중구 을지로2가 50,서울특별시 중구 을지로2가 50,126.9865697,37.5665076
1,0030012,기업,영업부,서울특별시 중구 을지로 79,서울특별시 중구 을지로 79 기업은행,126.9865516,37.566501
2,0030025,기업,동대문（지）,서울특별시 종로구 종로 189 (종로4가),서울특별시 종로구 종로 189 IBK기업은행,126.9987894,37.5710883
3,0030038,기업,상계역（지）,서울특별시 노원구 덕릉로 690,서울특별시 노원구 덕릉로 690 기업은행,127.0756768,37.6591873
4,0030041,기업,수유동（지）,서울특별시 강북구 삼양로 511,서울특별시 강북구 삼양로 511 기업은행,127.0137753,37.648693
5,0030054,기업,삼양동（지）,서울특별시 강북구 솔샘로 253,서울특별시 강북구 솔샘로 253 기업은행삼양동지점,127.0207768,37.619803
6,0030067,기업,미아동（지）,서울특별시 강북구 도봉로 45,서울특별시 강북구 도봉로 45 숭인시장,127.0294686,37.6131571
7,0030070,기업,쌍문역（지）,서울특별시 도봉구 도봉로 476,서울특별시 도봉구 도봉로 476 삼성쉐르빌퍼스티,127.0347855,37.6478973
8,0030083,기업,방학동（지）,서울특별시 도봉구 도봉로 683,서울특별시 도봉구 도봉로 683,127.0419213,37.6654969
9,0030096,기업,염창동（지）,서울특별시 강서구 양천로 588,서울특별시 강서구 양천로 588,126.8637022,37.556159
10,0030106,기업,장위동（지）,서울특별시 성북구 화랑로 251,서울특별시 성북구 화랑로 251 기업은행 장위동지점,127.0570499,37.6112201
11,0030119,기업,종암동（지）,서울특별시 성북구 종암로 108,서울특별시 성북구 종암로 108 기업은행종암동지점,127.0345007,37.5998154
12,0030122,기업,돈암동（지）,서울특별시 성북구 아리랑로 3,서울특별시 성북구 아리랑로 3 기업은행,127.0161837,37.5930444
13,0030135,기업,신정동（지）,서울특별시 양천구 신월로 291,서울특별시 양천구 신월로 291,126.8533454,37.5214369
14,0030148,기업,면목동（지）,서울특별시 중랑구 겸재로 154,서울특별시 중랑구 겸재로 154 태양빌딩,127.0848896,37.587558
15,0030151,기업,답십리（지）,서울특별시 동대문구 천호대로 233,서울특별시 동대문구 천호대로 233 중소기업은행답십리지점,127.0487807,37.5703887
16,0030164,기업,회기역,서울특별시 동대문구 이문로 30,서울특별시 동대문구 이문로 30,127.056289,37.5900475
17,0030177,기업,청량리（지）,서울특별시 동대문구 홍릉로 1,서울특별시 동대문구 홍릉로 1 기업은행 청량리지점,127.0446271,37.580476
18,0030180,기업,신설동（지）,서울특별시 동대문구 왕산로 6,서울특별시 동대문구 왕산로 6,127.0244887,37.5757399
19,0030193,기업,장안동（지）,서울특별시 동대문구 답십리로 276,서울특별시 동대문구 답십리로 276,127.0707991,37.5721658
20,0030203,기업,불광역（지）,서울특별시 은평구 통일로 725,서울특별시 은평구 통일로 725 기업은행,126.9297483,37.6102538
21,0030216,기업,창신동（지）,서울특별시 종로구 종로 335,서울특별시 종로구 종로 335 원풍빌딩,127.0148396,37.5731061
22,0030229,기업,종로６가（지）,서울특별시 종로구 청계천로 279,서울특별시 종로구 청계천로 279,127.0087438,37.5704485
23,0030232,기업,종로（지）,서울특별시 종로구 종로 104,서울특별시 종로구 종로 104 YBM,126.9892603,37.5699228
24,0030245,기업,인사동（지）,서울특별시 종로구 인사동5길 25,서울특별시 종로구 인사동5길 25 하나로빌딩,126.9853968,37.5721075
25,0030258,기업,중곡동（지）,서울특별시 광진구 천호대로 579,서울특별시 광진구 천호대로 579 DS빌딩,127.0825917,37.5563874
26,0030261,기업,성수희망,서울특별시 성동구 아차산로 153,서울특별시 성동구 아차산로 153 예림출판문화센터,127.0610256,37.5434528
27,0030274,기업,성수동（지）,서울특별시 성동구 연무장7길 16,서울특별시 성동구 연무장7길 16 한서빌딩,127.0551064,37.5439559
28,0030287,기업,워커힐（지）,서울특별시 광진구 아차산로 635,서울특별시 광진구 아차산로 635 워커힐아파트,127.1072316,37.5494527
29,0030290,기업,장한평,서울특별시 성동구 자동차시장1길 85,서울특별시 성동구 자동차시장1길 85 JS 빌딩,127.0671651,37.5605336
30,0030300,기업,신당역,서울특별시 중구 퇴계로 439,서울특별시 중구 퇴계로 439 기업은행성동지점,127.02047,37.5659814
31,0030313,기업,을지６가（지）,서울특별시 중구 장충단로 263,서울특별시 중구 장충단로 263 밀리오레상가건물,127.008485,37.5681125
32,0030326,기업,청계５가（지）,서울특별시 중구 청계천로 206－1,서울특별시 중구 청계천로 206,127.0004415,37.5690537
33,0030339,기업,퇴계로（지）,서울특별시 중구 퇴계로 235,서울특별시 중구 퇴계로 235 남산 센트럴 자이,126.9978099,37.5625107
34,0030342,기업,을지로（지）,서울특별시 중구 마른내로 72,서울특별시 중구 마른내로 72 인현상가,126.9958164,37.5635569
35,0030355,기업,무교（지）,서울특별시 중구 무교로 20,서울특별시 중구 무교로 20 어린이재단,126.9795663,37.5676301
36,0030368,기업,남대문시장（지,서울특별시 중구 남대문로 12,서울특별시 중구 남대문로 12 영화빌딩,126.9772055,37.5605781
37,0030371,기업,남대문（지）,서울특별시 중구 세종대로 17,서울특별시 중구 세종대로 17 WISE TOWER,126.9732616,37.5586483
38,0030384,기업,서소문（지）,서울특별시 중구 서소문로 120,서울특별시 중구 서소문로 120 ENA Centrr,126.9746294,37.5629444
39,0030397,기업,청계８가（지）,서울특별시 동대문구 청계천로 471,서울특별시 동대문구 청계천로 471 청계천 대성 스카이렉스2,127.0297489,37.5704654
40,0030407,기업,홍제동（지）,서울특별시 서대문구 통일로 436,서울특별시 서대문구 통일로 436,126.9454865,37.5880483
41,0030410,기업,응암역（지）,서울특별시 은평구 은평로 56,서울특별시 은평구 은평로 56 안건빌딩,126.9141302,37.598546
42,0030423,기업,연희동（지）,서울특별시 서대문구 연희로 107－1,서울특별시 서대문구 연희로 107,126.9311885,37.5675341
43,0030436,기업,신촌（지）,서울특별시 서대문구 신촌로 67,서울특별시 서대문구 신촌로 67 거촌빌딩,126.9340502,37.5565029
44,0030449,기업,북아현동（지）,서울특별시 서대문구 북아현로 22,서울특별시 서대문구 북아현로 22 기업은행,126.9568237,37.5594111
45,0030452,기업,북가좌동（지）,서울특별시 서대문구 응암로 107,서울특별시 서대문구 응암로 107 기업은행,126.9129261,37.5824308
46,0030465,기업,홍은동（지）,서울특별시 서대문구 연희로 286,서울특별시 서대문구 연희로 286 연희127빌딩,126.936495,37.5826168
47,0030478,기업,마포（지）,서울특별시 마포구 마포대로 114,서울특별시 마포구 마포대로 114,126.9520304,37.544798
48,0030481,기업,서교동（지）,서울특별시 마포구 월드컵로 59,서울특별시 마포구 월드컵로 59,126.9113125,37.554325
49,0030494,기업,신수동（지）,서울특별시 마포구 서강로 105,서울특별시 마포구 서강로 105 화일빌딩,126.9328246,37.5524791
50,0030504,기업,목동사거리,서울특별시 강서구 등촌로 29,서울특별시 강서구 등촌로 29 기업은행화곡동지점,126.8634405,37.5325428
51,0030517,기업,등촌역,서울특별시 양천구 공항대로 556,서울특별시 양천구 공항대로 556,126.8671864,37.5493143
52,0030520,기업,마곡신방화역,서울특별시 강서구 방화대로 294,서울특별시 강서구 방화대로 294 마곡더블유타워,126.8170516,37.5669962
53,0030533,기업,오목교역　（지）,서울특별시 양천구 오목로 325,서울특별시 양천구 오목로 325,126.873771,37.524985
54,0030546,기업,테헤란로　（지）,서울특별시 강남구 테헤란로 132,서울특별시 강남구 테헤란로 132 한독약품빌딩,127.0332324,37.4993145
55,0030559,기업,보광동（지）,서울특별시 용산구 보광로 42,서울특별시 용산구 보광로 42 중소기업은행,126.999424,37.5281336
56,0030562,기업,이태원（지）,서울특별시 용산구 보광로 127,서울특별시 용산구 보광로 127 유영빌딩,126.9937428,37.5340779
57,0030575,기업,용산（지）,서울특별시 용산구 한강대로 264－1,서울특별시 용산구 한강대로 264,126.9731941,37.5418391
58,0030588,기업,용산중앙　（지）,서울특별시 용산구 녹사평대로 240,서울특별시 용산구 녹사평대로 240 기업은행,126.9876256,37.5389213
59,0030591,기업,압구정동（지）,서울특별시 강남구 논현로 868,서울특별시 강남구 논현로 868 구정빌딩,127.0289101,37.5261009
60,0030601,기업,천호동（지）,서울특별시 강동구 천호대로 1033,서울특별시 강동구 천호대로 1033 강동빌딩,127.1269582,37.5378919
61,0030614,기업,논현역（지）,서울특별시 강남구 학동로 110,서울특별시 강남구 학동로 110 세원빌딩,127.0230737,37.5113625
62,0030627,기업,잠실（지）,서울특별시 송파구 오금로 91,서울특별시 송파구 오금로 91 태원빌딩,127.1076722,37.5140452
63,0030630,기업,언주로,서울특별시 강남구 도산대로 307,서울특별시 강남구 도산대로 307 백영빌딩,127.034915,37.5222802
64,0030643,기업,강남역,서울특별시 서초구 강남대로 403,서울특별시 서초구 강남대로 403,127.0269011,37.4985083
65,0030656,기업,선릉역（지）,서울특별시 강남구 테헤란로 328,서울특별시 강남구 테헤란로 328 동우빌딩,127.0476932,37.5036985
66,0030669,기업,서초동（지）,서울특별시 서초구 사평대로 369,서울특별시 서초구 사평대로 369 유성빌딩,127.0233419,37.5044336
67,0030672,기업,반포（지）,서울특별시 서초구 신반포로 143,서울특별시 서초구 신반포로 143 경남쇼핑센터,127.0000391,37.5049623
68,0030685,기업,강남구청역（지）,서울특별시 강남구 선릉로 648,서울특별시 강남구 선릉로 648 세림테크빌딩,127.0425492,37.5145372
69,0030698,기업,잠실엘스,서울특별시 송파구 올림픽로 99,서울특별시 송파구 올림픽로 99 잠실엘스,127.0815962,37.5133051
70,0030708,기업,서울대역（지）,서울특별시 관악구 남부순환로 1794,서울특별시 관악구 남부순환로 1794 미주오피스텔,126.9493701,37.4813137
71,0030711,기업,노량진（지）,서울특별시 동작구 장승배기로 128,서울특별시 동작구 장승배기로 128 동창빌딩,126.9404767,37.5088257
72,0030724,기업,사당역（지）,서울특별시 동작구 동작대로 27,서울특별시 동작구 동작대로 27 한양빌딩,126.981245,37.4789397
73,0030737,기업,방배동（지）,서울특별시 서초구 효령로34길 4,서울특별시 서초구 효령로34길 4,126.9988993,37.4812664
74,0030740,기업,신림동（지）,서울특별시 관악구 남부순환로 1440,서울특별시 관악구 남부순환로 1440 제이타워웨딩홀,126.9109005,37.4808508
75,0030753,기업,낙성대,서울특별시 관악구 남부순환로 1962,서울특별시 관악구 남부순환로 1962 정호진아트힐,126.9665452,37.4756162
76,0030766,기업,신길동（지）,서울특별시 영등포구 도신로60길 1,서울특별시 영등포구 도신로60길 1,126.9172502,37.5116795
77,0030779,기업,영등포（지）,서울특별시 영등포구 영중로 13,서울특별시 영등포구 영중로 13,126.9057378,37.5175585
78,0030782,기업,구로동（지）,서울특별시 구로구 디지털로32길 55,서울특별시 구로구 디지털로32길 55,126.8983817,37.4839844
79,0030795,기업,시흥동（지）,서울특별시 금천구 시흥대로 236,서울특별시 금천구 시흥대로 236 와이즈 플레이스,126.9009935,37.4550333
80,0030805,기업,독산동（지）,서울특별시 금천구 가산로 78,서울특별시 금천구 가산로 78 기업은행,126.8955676,37.4733693
81,0030818,기업,개봉동（지）,서울특별시 구로구 개봉로 60,서울특별시 구로구 개봉로 60,126.8562828,37.4911344
82,0030821,기업,여의도（지）,서울특별시 영등포구 여의나루로 81,서울특별시 영등포구 여의나루로 81,126.927739,37.5243098
83,0030834,기업,문래동（지）,서울특별시 영등포구 도림로 128,서울특별시 영등포구 도림로 128,126.8966006,37.492522
84,0030847,기업,고척동（지）,서울특별시 구로구 경인로 397,서울특별시 구로구 경인로 397 골든타워빌딩,126.8640338,37.4976005
85,0030850,기업,개봉북（지）,서울특별시 구로구 경인로35길 113－8,서울특별시 구로구 경인로35길 113,126.8520568,37.5013838
86,0030863,기업,청계７가（지）,서울특별시 중구 청계천로 400,서울특별시 중구 청계천로 400 롯데캐슬베네치아,127.0210984,37.5709405
87,0030876,기업,독립문（지）,서울특별시 종로구 통일로 246－10,서울특별시 종로구 통일로 246-1,126.9581993,37.5746362
88,0030889,기업,길동（지）,서울특별시 강동구 천호대로 1139,서울특별시 강동구 천호대로 1139 강동그린타워,127.1381193,37.5346159
89,0030892,기업,당산동（지）,서울특별시 영등포구 영신로 220,서울특별시 영등포구 영신로 220 KnK디지털타워,126.9042353,37.5268179
90,0030915,기업,부전동（지）,부산광역시 부산진구 중앙대로 735,부산광역시 부산진구 중앙대로 735,129.0593561,35.1585471
91,0030928,기업,부산（지）,부산광역시 중구 중앙대로 88,부산광역시 중구 중앙대로 88 정석빌딩,129.0365555,35.1056968
92,0030931,기업,연산동（지）,부산광역시 연제구 중앙대로 1116,부산광역시 연제구 중앙대로 1116,129.0816413,35.1873066
93,0030944,기업,동래（지）,부산광역시 금정구 부곡로 1,부산광역시 금정구 부곡로 1 기업은행동래지점,129.0862411,35.2177758
94,0030957,기업,사상（지）,부산광역시 사상구 사상로 158,부산광역시 사상구 사상로 158 기업은행,128.9872,35.15989
95,0030960,기업,부산진（지）,부산광역시 동구 중앙대로 489,부산광역시 동구 중앙대로 489,129.0561659,35.1369595
96,0030973,기업,부산역,부산광역시 동구 중앙대로 193,부산광역시 동구 중앙대로 193 마린리더스타워,129.0390759,35.114728
97,0030986,기업,부평동（지）,부산광역시 중구 흑교로 5,부산광역시 중구 흑교로 5,129.0246997,35.0999998
98,0030999,기업,영도（지）,부산광역시 영도구 남항서로 138,부산광역시 영도구 남항서로 138 기업은행,129.038388,35.0924272
99,0031008,기업,개금동（지）,부산광역시 부산진구 가야대로 418,부산광역시 부산진구 가야대로 418,129.0181384,35.1521482
100,0031011,기업,금사공단,부산광역시 금정구 반송로 408－1,부산광역시 금정구 반송로 408-1,129.1087692,35.2138584
101,0031024,기업,망미동（지）,부산광역시 수영구 연수로 266,부산광역시 수영구 연수로 266 기업은행망미지점,129.0997727,35.1729431
102,0031037,기업,하단（지）,부산광역시 사하구 낙동대로 472,부산광역시 사하구 낙동대로 472 로타리산업빌딩,128.9683597,35.1069469
103,0031040,기업,안락동（지）,부산광역시 동래구 충렬대로 351,부산광역시 동래구 충렬대로 351,129.0974339,35.1987679
104,0031053,기업,사직동,부산광역시 동래구 사직북로 4,부산광역시 동래구 사직북로 4 사직동 자이언츠 파크,129.0613589,35.1962691
105,0031066,기업,온수역（지）,서울특별시 구로구 부일로1길 26－13,서울특별시 구로구 부일로1길 26-11,126.8206887,37.4923412
106,0031079,기업,역곡（지）,경기도 부천시 소사구 경인로 516,ERROR_CODE,ERROR_CODE,ERROR_CODE
107,0031082,기업,만수동（지）,인천광역시 남동구 백범로 173,인천광역시 남동구 백범로 173,126.7288113,37.4576623
108,0031095,기업,인덕원（지）,경기도 안양시 동안구 흥안대로 533,경기도 안양시 동안구 흥안대로 533 인덕원 골드프라자,126.9761434,37.4016175
109,0031118,기업,수원（지）,경기도 수원시 팔달구 정조로 759,경기도 수원시 팔달구 정조로 759,127.0163433,37.2759527
110,0031121,기업,의정부（지）,경기도 의정부시 시민로 21,경기도 의정부시 시민로 21,127.0374586,37.7385077
111,0031134,기업,성남（지）,경기도 성남시 수정구 산성대로 277,경기도 성남시 수정구 산성대로 277,127.1477307,37.4414361
112,0031147,기업,부천（지）,경기도 부천시 원미구 신흥로 167,ERROR_CODE,ERROR_CODE,ERROR_CODE
113,0031150,기업,주안공단사랑,인천광역시 부평구 백범로577번길 20,인천광역시 부평구 백범로577번길 20 경인센타,126.6891712,37.4746039
114,0031163,기업,인천（지）,인천광역시 중구 개항로 35,인천광역시 중구 개항로 35 기업은행,126.6266382,37.4720252
115,0031176,기업,안양（지）,경기도 안양시 만안구 안양로 345,경기도 안양시 만안구 안양로 345,126.9180835,37.4022364
116,0031189,기업,평택（지）,경기도 평택시 중앙로 15,경기도 평택시 중앙로 15,127.0850626,36.9954447
117,0031192,기업,부평（지）,인천광역시 부평구 부흥로 353,인천광역시 부평구 부흥로 353,126.7314132,37.4983157
118,0031202,기업,반월（지）,경기도 안산시 단원구 동산로 63,경기도 안산시 단원구 동산로 63,126.7972728,37.3144188
119,0031215,기업,석암（지）,인천광역시 남구 경원대로 869,인천광역시 남구 경원대로 869 르네상스빌딩,126.6891145,37.4604002
120,0031228,기업,구리（지）,경기도 구리시 안골로 105,경기도 구리시 안골로 105 중소기업은행,127.1428234,37.5978758
121,0031231,기업,청천동（지）,인천광역시 부평구 마장로 406,인천광역시 부평구 마장로 406,126.7043141,37.5143416
122,0031244,기업,소사（지）,경기도 부천시 소사구 경인옛로 3,ERROR_CODE,ERROR_CODE,ERROR_CODE
123,0031257,기업,안산（지）,경기도 안산시 단원구 라성로 36,경기도 안산시 단원구 라성로 36 제일약국,126.8004625,37.3271917
124,0031260,기업,춘천（지）,강원도 춘천시 금강로 45,강원도 춘천시 금강로 45,127.7275607,37.8809667
125,0031273,기업,강릉（지）,강원도 강릉시 경강로 2087,강원도 강릉시 경강로 2087 중소기업은행강릉지점,128.8952622,37.7544785
126,0031286,기업,원주（지）,강원도 원주시 원일로 107,강원도 원주시 원일로 107 기업은행,127.9487276,37.3494802
127,0031299,기업,역삼중앙（지）,서울특별시 강남구 역삼로 114,서울특별시 강남구 역삼로 114 현죽빌딩,127.0316776,37.4932143
128,0031309,기업,중곡중앙（지）,서울특별시 광진구 긴고랑로 52,서울특별시 광진구 긴고랑로 52 통일회관,127.0819291,37.5622609
129,0031312,기업,삼성역,서울특별시 강남구 테헤란로 625,서울특별시 강남구 테헤란로 625 덕명빌딩,127.0660606,37.5101607
130,0031325,기업,송파（지）,서울특별시 송파구 송파대로 422,서울특별시 송파구 송파대로 422 영빌딩,127.107947,37.5049144
131,0031338,기업,노원역　（지）,서울특별시 노원구 노해로 489,서울특별시 노원구 노해로 489 IBK기업은행,127.0622565,37.6549543
132,0031341,기업,청주산남,충청북도 청주시 서원구 산남로 32,충청북도 청주시 서원구 산남로 32 코코타워,127.470456,36.6116555
133,0031354,기업,충주（지）,충청북도 충주시 중앙로 70,충청북도 충주시 중앙로 70 기업은행충주지점,127.9309,36.9726679
134,0031367,기업,제천（지）,충청북도 제천시 의림대로 254,충청북도 제천시 의림대로 254,128.2149776,37.1500387
135,0031370,기업,가산디지털중앙,서울특별시 금천구 가산디지털2로 98,서울특별시 금천구 가산디지털2로 98 IT캐슬,126.8810465,37.4772196
136,0031406,기업,당산역（지）,서울특별시 영등포구 양평로 48,서울특별시 영등포구 양평로 48 다옥빌딩,126.9013007,37.5344737
137,0031419,기업,문래중앙（지）,서울특별시 영등포구 선유로 49,서울특별시 영등포구 선유로 49 미주프라자아파트,126.8887471,37.5183002
138,0031422,기업,대전（지）,대전광역시 서구 둔산남로 112,대전광역시 서구 둔산남로 112 IBK기업은행,127.3898026,36.3487142
139,0031435,기업,서대전（지）,대전광역시 중구 계백로 1719,대전광역시 중구 계백로 1719 센트리아오피스텔,127.4104593,36.3222019
140,0031448,기업,천안（지）,충청남도 천안시 동남구 버들로 16,충청남도 천안시 동남구 버들로 16 기업은행 문화동지점,127.1493848,36.8085214
141,0031451,기업,대전중앙,대전광역시 서구 갈마로 255,대전광역시 서구 갈마로 255,127.3823061,36.3335295
142,0031477,기업,구로중앙（지）,서울특별시 구로구 구로중앙로 215,서울특별시 구로구 구로중앙로 215,126.8772205,37.5048834
143,0031480,기업,명동역（지）,서울특별시 중구 퇴계로 109,서울특별시 중구 퇴계로 109,126.9838477,37.5609725
144,0031493,기업,대림동（지）,서울특별시 영등포구 대림로 195,서울특별시 영등포구 대림로 195,126.8982205,37.4981037
145,0031503,기업,죽전동（지）,대구광역시 달서구 와룡로 268,대구광역시 달서구 와룡로 268,128.5377134,35.8566113
146,0031516,기업,범어동,대구광역시 수성구 달구벌대로 2426,대구광역시 수성구 달구벌대로 2426 중소기업은행동대구지점,128.6278375,35.8584737
147,0031529,기업,대구（지）,대구광역시 중구 국채보상로 488,대구광역시 중구 국채보상로 488 섬유회관,128.5842923,35.8703351
148,0031532,기업,대구중앙（지）,대구광역시 중구 경상감영길 221,대구광역시 중구 경상감영길 221 신용보증기금(대구지점),128.5995468,35.8717918
149,0031545,기업,반월당（지）,대구광역시 중구 달구벌대로 2058,대구광역시 중구 달구벌대로 2058 ABL대구타워,128.5886804,35.8659276
150,0031561,기업,비산동（지）,대구광역시 서구 서대구로 376－1,대구광역시 서구 서대구로 376,128.5624145,35.8889868
151,0031574,기업,구미（지）,경상북도 구미시 수출대로 124,경상북도 구미시 수출대로 124,128.3777375,36.1105487
152,0031587,기업,포항（지）,경상북도 포항시 북구 중앙로 265,경상북도 포항시 북구 중앙로 265 기업은행,129.3648067,36.0367175
153,0031590,기업,경주（지）,경상북도 경주시 화랑로 146,경상북도 경주시 화랑로 146,129.216813,35.844015
154,0031600,기업,안동（지）,경상북도 안동시 중앙로 23,경상북도 안동시 중앙로 23 IBK기업은행,128.7292943,36.5660637
155,0031613,기업,경산（지）,경상북도 경산시 경안로 223,경상북도 경산시 경안로 223 경산상공회의소,128.736075,35.827433
156,0031626,기업,평리동（지）,대구광역시 서구 서대구로 206,대구광역시 서구 서대구로 206,128.5552624,35.8764083
157,0031639,기업,송현동（지）,대구광역시 달서구 구마로 212,대구광역시 달서구 구마로 212,128.5509498,35.8368277
158,0031642,기업,도당동（지）,경기도 부천시 원미구 신흥로 347,ERROR_CODE,ERROR_CODE,ERROR_CODE
159,0031655,기업,성남하이테크,경기도 성남시 중원구 둔촌대로457번길 8,경기도 성남시 중원구 둔촌대로457번길 8,127.168675,37.4324179
160,0031668,기업,송탄（지）,경기도 평택시 관광특구로 23,경기도 평택시 관광특구로 23,127.0614904,37.0671422
161,0031671,기업,광명（지）,경기도 광명시 철산로 28,경기도 광명시 철산로 28 기업은행,126.8693287,37.4761145
162,0031684,기업,수원시청（출）,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 효원로 241 수원시청,127.028646,37.263476
163,0031697,기업,시흥　（지）,경기도 시흥시 비둘기공원4길 13,경기도 시흥시 비둘기공원4길 13 대야투유호N플러스빌골드,126.7897669,37.4429522
164,0031707,기업,석남동（지）,인천광역시 서구 거북로 89,인천광역시 서구 거북로 89 기업은행,126.6718363,37.5034029
165,0031710,기업,동마산（지）,경상남도 창원시 마산회원구 합포로 272,경상남도 창원시 마산회원구 합포로 272 기업은행,128.5875572,35.2213615
166,0031723,기업,울산（지）,울산광역시 남구 중앙로 248,울산광역시 남구 중앙로 248,129.3112064,35.5430452
167,0031736,기업,마산（지）,경상남도 창원시 마산합포구 해안대로 323,경상남도 창원시 마산합포구 해안대로 323 기업은행,128.575813,35.20116
168,0031749,기업,진주（지）,경상남도 진주시 진주대로 1052,경상남도 진주시 진주대로 1052 기업은행,128.0845136,35.1935451
169,0031752,기업,통영（지）,경상남도 통영시 정동2길 63,경상남도 통영시 정동2길 63 기업은행,128.430512,34.84334
170,0031778,기업,창원（지）,경상남도 창원시 성산구 용지로 38,경상남도 창원시 성산구 용지로 38 중소기업은행창원지점,128.6746,35.2197708
171,0031781,기업,양산（지）,경상남도 양산시 중앙로 216,경상남도 양산시 중앙로 216 기업은행,129.0407907,35.3495899
172,0031794,기업,김천（지）,경상북도 김천시 김천로 74,경상북도 김천시 김천로 74 메가박스,128.1106655,36.1253644
173,0031817,기업,전주（지）,전라북도 전주시 완산구 팔달로 163,전라북도 전주시 완산구 팔달로 163 IBK기업은행,127.14705,35.81735
174,0031820,기업,익산（지）,전라북도 익산시 무왕로 1074,전라북도 익산시 무왕로 1074 기업은행,126.9761591,35.9582187
175,0031833,기업,군산（지）,전라북도 군산시 중앙로 191,전라북도 군산시 중앙로 191 IBK기업은행군산지점,126.7098992,35.987788
176,0031846,기업,정읍　（지）,전라북도 정읍시 중앙로 72,전라북도 정읍시 중앙로 72,126.8482917,35.5700643
177,0031859,기업,호계동（지）,경기도 안양시 동안구 엘에스로 92,경기도 안양시 동안구 엘에스로 92 국제유통단지,126.952355,37.371709
178,0031862,기업,서정리역（지）,경기도 평택시 정암로 41,경기도 평택시 정암로 41,127.0584798,37.0569495
179,0031875,기업,봉선동（지）,광주광역시 남구 대남대로 159,광주광역시 남구 대남대로 159,126.907675,35.133515
180,0031888,기업,서광주（지）,광주광역시 서구 죽봉대로 76,광주광역시 서구 죽봉대로 76 메디필클리닉센터,126.8837824,35.1601046
181,0031891,기업,광주（지）,광주광역시 동구 금남로 156,광주광역시 동구 금남로 156 중소기업은행,126.9106832,35.1529007
182,0031901,기업,동광주（지）,광주광역시 북구 동문대로 169,광주광역시 북구 동문대로 169,126.9284247,35.1776687
183,0031914,기업,목포（지）,전라남도 목포시 옥암로 25,전라남도 목포시 옥암로 25 기업은행목포지점,126.4301,34.801992
184,0031927,기업,순천（지）,전라남도 순천시 충효로 152,전라남도 순천시 충효로 152 기업은행,127.5168166,34.9521702
185,0031930,기업,여수（지）,전라남도 여수시 통제영5길 6,전라남도 여수시 통제영5길 6,127.7357626,34.7404728
186,0031943,기업,김해（지）,경상남도 김해시 김해대로 2367,경상남도 김해시 김해대로 2367 삼성생명빌딩,128.8857762,35.2270342
187,0031956,기업,학장동（지）,부산광역시 사상구 학장로 183,부산광역시 사상구 학장로 183,128.986827,35.1431763
188,0031969,기업,초읍동（지）,부산광역시 부산진구 성지로 94,부산광역시 부산진구 성지로 94 기업은행초읍동지점,129.0533003,35.1789388
189,0031972,기업,부산시청역지점,부산광역시 연제구 중앙대로 1000,부산광역시 연제구 중앙대로 1000 국민연금공단부산회관빌딩,129.0756293,35.1777968
190,0031985,기업,제주（지）,제주특별자치도 제주시 중앙로 286,제주특별자치도 제주시 중앙로 286,126.5329097,33.4947219
191,0031998,기업,서귀포（지）,제주특별자치도 서귀포시 일주동로 8671,제주특별자치도 서귀포시 일주동로 8671,126.562039,33.2530755
192,0032010,기업,안암동（지）,서울특별시 성북구 안암로 119,서울특별시 성북구 안암로 119 한국화학회관,127.0322979,37.5861568
193,0032023,기업,남가좌동（지）,서울특별시 서대문구 가좌로 143,서울특별시 서대문구 가좌로 143 기업은행남가좌동지점,126.9235091,37.58466
194,0032036,기업,구로사랑,서울특별시 구로구 구로중앙로 60,서울특별시 구로구 구로중앙로 60 대림오페라타워,126.8894159,37.4951564
195,0032049,기업,공릉동（지）,서울특별시 노원구 공릉로 147,서울특별시 노원구 공릉로 147 기업은행 공릉동지점,127.0790825,37.6231609
196,0032052,기업,도림동（출）,서울특별시 영등포구 도신로 89,서울특별시 영등포구 도신로 89,126.9021056,37.5072759
197,0032065,기업,신대방역（지）,서울특별시 관악구 조원로 128,서울특별시 관악구 조원로 128,126.9166499,37.4851156
198,0032078,기업,석수역,서울특별시 금천구 시흥대로 46,서울특별시 금천구 시흥대로 46 중앙철재종합상가,126.9037626,37.4378019
199,0032081,기업,홍대역（지）,서울특별시 마포구 양화로 148,서울특별시 마포구 양화로 148 교정공제회 동교빌딩,126.9226634,37.5556138
200,0032094,기업,신림역（지）,서울특별시 관악구 신림로59길 23,서울특별시 관악구 신림로59길 23 삼모스포렉스,126.9285178,37.4826069
201,0032104,기업,수색（지）,서울특별시 은평구 수색로 256,서울특별시 은평구 수색로 256,126.896294,37.5822588
202,0032117,기업,대치역（지）,서울특별시 강남구 남부순환로 2936,서울특별시 강남구 남부순환로 2936 윈플러스상가,127.0619025,37.4933481
203,0032120,기업,중화동（지）,서울특별시 중랑구 동일로 843,서울특별시 중랑구 동일로 843 유림빌딩,127.0783787,37.6056618
204,0032133,기업,약수동（지）,서울특별시 중구 다산로 112,서울특별시 중구 다산로 112 신양빌딩,127.0103846,37.5537786
205,0032146,기업,오류동（지）,서울특별시 구로구 경인로 211,서울특별시 구로구 경인로 211,126.8441934,37.4965217
206,0032159,기업,삼전동（지）,서울특별시 송파구 백제고분로 232,서울특별시 송파구 백제고분로 232 남양빌딩,127.0921359,37.5028995
